Abbreviation,GrandPrix,Year,Q1,Q2,Q3,Q1_gap,Q2_gap,Q3_gap
HEI,Spanish Grand Prix,2004,1:17.802,\N,\N,2.779999999999987,2.8633999999999986,2.9206680000000063
KLI,Spanish Grand Prix,2004,1:17.812,\N,\N,2.789999999999992,2.8736999999999995,2.9311739999999986
MAS,Spanish Grand Prix,2004,1:17.866,\N,\N,2.843999999999994,2.929320000000004,2.987906400000014
\N,Spanish Grand Prix,2004,1:19.817,\N,\N,4.795000000000002,4.938850000000002,5.0376270000000005
\N,Spanish Grand Prix,2004,1:20.607,\N,\N,5.584999999999994,5.752549999999999,5.867601000000008
\N,Spanish Grand Prix,2004,1:21.470,\N,\N,6.447999999999993,6.641440000000003,6.7742688000000015
TRU,Monaco Grand Prix,2004,1:13.985,\N,\N,0.0,0.0,0.0
SCH,Monaco Grand Prix,2004,1:14.345,\N,\N,0.35999999999999943,0.3708000000000027,0.378216000000009
BUT,Monaco Grand Prix,2004,1:14.396,\N,\N,0.41100000000000136,0.4233300000000071,0.43179660000001263
ALO,Monaco Grand Prix,2004,1:14.408,\N,\N,0.4230000000000018,0.4356900000000081,0.44440380000001767
MSC,Monaco Grand Prix,2004,1:14.516,\N,\N,0.5310000000000059,0.5469300000000032,0.5578686000000062
RAI,Monaco Grand Prix,2004,1:14.592,\N,\N,0.6069999999999993,0.6252100000000098,0.6377142000000191
BAR,Monaco Grand Prix,2004,1:14.716,\N,\N,0.7309999999999945,0.7529299999999921,0.7679885999999954
SAT,Monaco Grand Prix,2004,1:14.827,\N,\N,0.8419999999999987,0.8672600000000017,0.88460520000001
COU,Monaco Grand Prix,2004,1:14.951,\N,\N,0.965999999999994,0.9949799999999982,1.0148796000000004
MON,Monaco Grand Prix,2004,1:15.039,\N,\N,1.054000000000002,1.0856200000000058,1.1073324000000042
FIS,Monaco Grand Prix,2004,1:15.352,\N,\N,1.3670000000000044,1.4080100000000044,1.4361702000000065
WEB,Monaco Grand Prix,2004,1:15.725,\N,\N,1.7399999999999949,1.792199999999994,1.8280439999999913
\N,Monaco Grand Prix,2004,1:15.859,\N,\N,1.8739999999999952,1.9302200000000056,1.9688244000000026
KLI,Monaco Grand Prix,2004,1:15.919,\N,\N,1.9339999999999975,1.9920199999999966,2.0318603999999993
\N,Monaco Grand Prix,2004,1:16.169,\N,\N,2.1839999999999975,2.249520000000004,2.294510400000007
MAS,Monaco Grand Prix,2004,1:16.248,\N,\N,2.2630000000000052,2.330890000000011,2.377507800000018
HEI,Monaco Grand Prix,2004,1:16.488,\N,\N,2.503,2.578090000000003,2.629651800000005
\N,Monaco Grand Prix,2004,1:17.443,\N,\N,3.4579999999999984,3.5617400000000004,3.6329747999999995
\N,Monaco Grand Prix,2004,1:20.060,\N,\N,6.075000000000003,6.257250000000013,6.382395000000017
\N,Monaco Grand Prix,2004,1:20.115,\N,\N,6.1299999999999955,6.313900000000004,6.440178000000003
MSC,European Grand Prix,2004,1:28.351,\N,\N,1.210000000000008,2.8142600000000044,3.4956827999999973
SAT,European Grand Prix,2004,1:28.986,\N,\N,1.845000000000013,3.4683100000000024,4.162813799999995
TRU,European Grand Prix,2004,1:29.135,\N,\N,1.994000000000014,3.6217800000000153,4.319353200000009
RAI,European Grand Prix,2004,1:29.137,\N,\N,1.9960000000000093,3.6238400000000013,4.321454399999993
BUT,European Grand Prix,2004,1:29.245,\N,\N,2.1040000000000134,3.7350800000000106,4.43491920000001
ALO,European Grand Prix,2004,1:29.313,\N,\N,2.1720000000000113,3.8051200000000023,4.506360000000001
BAR,European Grand Prix,2004,1:29.353,\N,\N,2.2120000000000175,3.84632000000002,4.548384000000013
MON,European Grand Prix,2004,1:29.354,\N,\N,2.213000000000008,3.847350000000006,4.549434599999998
SCH,European Grand Prix,2004,1:29.459,\N,\N,2.318000000000012,3.9555000000000007,4.659747600000003
\N,European Grand Prix,2004,1:29.697,\N,\N,2.5560000000000116,4.200640000000007,4.909790400000006
\N,European Grand Prix,2004,1:29.706,\N,\N,2.565000000000012,4.209910000000008,4.919245800000013
KLI,European Grand Prix,2004,1:31.431,\N,\N,4.290000000000006,5.9866600000000005,6.731530800000002
HEI,European Grand Prix,2004,1:31.604,\N,\N,4.463000000000008,6.164850000000001,6.913284599999997
WEB,European Grand Prix,2004,1:31.797,\N,\N,4.656000000000006,6.363640000000004,7.116050400000006
\N,European Grand Prix,2004,1:31.979,\N,\N,4.838000000000008,6.551100000000005,7.307259600000009
MAS,European Grand Prix,2004,1:31.982,\N,\N,4.841000000000008,6.5541900000000055,7.310411400000007
\N,European Grand Prix,2004,1:34.398,\N,\N,7.257000000000005,9.042670000000001,9.848661000000007
COU,European Grand Prix,2004,\N,\N,\N,0.0,0.0,0.0
FIS,European Grand Prix,2004,\N,\N,\N,0.0,0.0,0.0
\N,European Grand Prix,2004,\N,\N,\N,0.0,0.0,0.0
SCH,Canadian Grand Prix,2004,1:12.275,\N,\N,0.0,0.0,0.0
BUT,Canadian Grand Prix,2004,1:12.341,\N,\N,0.06599999999998829,0.06797999999999149,0.06933959999999217
TRU,Canadian Grand Prix,2004,1:13.023,\N,\N,0.7479999999999905,0.7704399999999936,0.7858487999999966
MON,Canadian Grand Prix,2004,1:13.072,\N,\N,0.796999999999997,0.8209099999999978,0.8373282000000017
ALO,Canadian Grand Prix,2004,1:13.308,\N,\N,1.032999999999987,1.0639899999999898,1.0852697999999918
MSC,Canadian Grand Prix,2004,1:13.355,\N,\N,1.0799999999999983,1.1123999999999938,1.1346479999999843
BAR,Canadian Grand Prix,2004,1:13.562,\N,\N,1.286999999999992,1.3256099999999975,1.3521221999999966
RAI,Canadian Grand Prix,2004,1:13.595,\N,\N,1.3199999999999932,1.3596000000000004,1.3867919999999998
COU,Canadian Grand Prix,2004,1:13.681,\N,\N,1.4059999999999917,1.4481799999999936,1.477143599999991
KLI,Canadian Grand Prix,2004,1:14.532,\N,\N,2.256999999999991,2.324709999999996,2.371204199999994
FIS,Canadian Grand Prix,2004,1:14.674,\N,\N,2.399000000000001,2.4709700000000083,2.520389399999999
\N,Canadian Grand Prix,2004,1:14.851,\N,\N,2.5759999999999934,2.653279999999995,2.7063455999999917
\N,Canadian Grand Prix,2004,1:14.891,\N,\N,2.6159999999999997,2.6944799999999987,2.7483695999999895
WEB,Canadian Grand Prix,2004,1:15.148,\N,\N,2.8729999999999905,2.9591899999999924,3.018373799999992
HEI,Canadian Grand Prix,2004,1:15.321,\N,\N,3.0459999999999923,3.137379999999993,3.2001275999999876
GLO,Canadian Grand Prix,2004,1:16.323,\N,\N,4.048000000000002,4.169440000000009,4.252828800000003
SAT,Canadian Grand Prix,2004,1:17.004,\N,\N,4.728999999999999,4.8708699999999965,4.968287399999994
\N,Canadian Grand Prix,2004,1:17.064,\N,\N,4.788999999999987,4.9326699999999875,5.031323399999991
MAS,Canadian Grand Prix,2004,\N,\N,\N,14.865999999999985,13.744019999999992,13.39376279999999
\N,Canadian Grand Prix,2004,\N,\N,\N,14.865999999999985,13.744019999999992,13.39376279999999
BAR,United States Grand Prix,2004,1:10.223,\N,\N,0.0,0.0,0.0
MSC,United States Grand Prix,2004,1:10.400,\N,\N,0.1770000000000067,0.1823100000000153,0.185956200000021
SAT,United States Grand Prix,2004,1:10.601,\N,\N,0.3780000000000001,0.38934000000000424,0.39712680000000944
BUT,United States Grand Prix,2004,1:10.820,\N,\N,0.5969999999999942,0.6149099999999947,0.6272081999999983
MON,United States Grand Prix,2004,1:11.062,\N,\N,0.8389999999999986,0.8641700000000014,0.881453399999998
SCH,United States Grand Prix,2004,1:11.106,\N,\N,0.8829999999999956,0.909489999999991,0.9276797999999928
RAI,United States Grand Prix,2004,1:11.137,\N,\N,0.9140000000000015,0.9414200000000079,0.9602484000000118
\N,United States Grand Prix,2004,1:11.167,\N,\N,0.9440000000000026,0.9723200000000105,0.991766400000003
ALO,United States Grand Prix,2004,1:11.185,\N,\N,0.9620000000000033,0.9908599999999979,1.0106772000000035
WEB,United States Grand Prix,2004,1:11.286,\N,\N,1.0630000000000024,1.0948900000000066,1.1167878000000115
\N,United States Grand Prix,2004,1:11.691,\N,\N,1.4680000000000035,1.512039999999999,1.5422808000000003
COU,United States Grand Prix,2004,1:12.026,\N,\N,1.8029999999999973,1.8570899999999995,1.8942318
KLI,United States Grand Prix,2004,1:12.170,\N,\N,1.9470000000000027,2.0054099999999977,2.0455182000000036
FIS,United States Grand Prix,2004,1:12.470,\N,\N,2.247,2.314409999999995,2.3606981999999874
MAS,United States Grand Prix,2004,1:12.721,\N,\N,2.4980000000000047,2.5729400000000027,2.6243988000000087
HEI,United States Grand Prix,2004,1:13.147,\N,\N,2.9240000000000066,3.011720000000011,3.07195440000001
\N,United States Grand Prix,2004,1:13.375,\N,\N,3.152000000000001,3.2465600000000023,3.311491200000006
\N,United States Grand Prix,2004,1:14.010,\N,\N,3.787000000000006,3.9006100000000146,3.978622200000018
\N,United States Grand Prix,2004,1:14.812,\N,\N,4.588999999999999,4.726669999999999,4.821203400000002
TRU,United States Grand Prix,2004,\N,\N,\N,16.917999999999992,15.857579999999999,15.549593999999999
ALO,French Grand Prix,2004,1:13.698,\N,\N,0.0,0.0,0.0
MSC,French Grand Prix,2004,1:13.971,\N,\N,0.27299999999999613,0.28118999999999517,0.28681379999999024
COU,French Grand Prix,2004,1:13.987,\N,\N,0.28899999999998727,0.29766999999998234,0.303623399999978
BUT,French Grand Prix,2004,1:13.995,\N,\N,0.29699999999999704,0.30590999999999724,0.3120282000000003
TRU,French Grand Prix,2004,1:14.070,\N,\N,0.3719999999999857,0.3831599999999753,0.3908231999999714
MON,French Grand Prix,2004,1:14.172,\N,\N,0.47399999999998954,0.4882199999999841,0.4979843999999787
SAT,French Grand Prix,2004,1:14.240,\N,\N,0.5419999999999874,0.5582599999999758,0.5694251999999693
\N,French Grand Prix,2004,1:14.275,\N,\N,0.5769999999999982,0.594309999999993,0.6061961999999994
RAI,French Grand Prix,2004,1:14.346,\N,\N,0.6479999999999961,0.6674399999999849,0.6807887999999878
BAR,French Grand Prix,2004,1:14.478,\N,\N,0.7799999999999869,0.8033999999999821,0.8194679999999863
\N,French Grand Prix,2004,1:14.553,\N,\N,0.8549999999999898,0.8806499999999886,0.8982629999999858
WEB,French Grand Prix,2004,1:14.798,\N,\N,1.0999999999999943,1.1329999999999956,1.1556599999999975
KLI,French Grand Prix,2004,1:15.065,\N,\N,1.3669999999999902,1.4080099999999902,1.4361701999999923
\N,French Grand Prix,2004,1:15.130,\N,\N,1.431999999999988,1.4749599999999816,1.5044591999999852
FIS,French Grand Prix,2004,1:16.177,\N,\N,2.478999999999985,2.5533699999999726,2.6044373999999664
MAS,French Grand Prix,2004,1:16.200,\N,\N,2.5019999999999953,2.577059999999989,2.6286011999999914
HEI,French Grand Prix,2004,1:16.807,\N,\N,3.1089999999999947,3.2022699999999844,3.266315399999982
\N,French Grand Prix,2004,1:17.462,\N,\N,3.763999999999996,3.876919999999984,3.9544583999999787
\N,French Grand Prix,2004,1:17.913,\N,\N,4.214999999999989,4.3414499999999805,4.428278999999975
\N,French Grand Prix,2004,1:18.247,\N,\N,4.548999999999992,4.685469999999981,4.779179399999975
RAI,British Grand Prix,2004,1:18.233,\N,\N,0.0,0.0,0.0
BAR,British Grand Prix,2004,1:18.305,\N,\N,0.07200000000000273,0.07416000000000622,0.0756432000000018
BUT,British Grand Prix,2004,1:18.580,\N,\N,0.3469999999999942,0.35740999999998735,0.3645581999999763
MSC,British Grand Prix,2004,1:18.710,\N,\N,0.47700000000000387,0.4913099999999986,0.5011361999999906
TRU,British Grand Prix,2004,1:18.715,\N,\N,0.4819999999999993,0.496459999999999,0.5063891999999868
ALO,British Grand Prix,2004,1:18.811,\N,\N,0.578000000000003,0.5953399999999931,0.6072467999999844
COU,British Grand Prix,2004,1:19.148,\N,\N,0.914999999999992,0.9424499999999938,0.9612989999999826
MON,British Grand Prix,2004,1:19.378,\N,\N,1.144999999999996,1.1793499999999995,1.2029369999999915
SAT,British Grand Prix,2004,1:19.688,\N,\N,1.4549999999999983,1.4986499999999978,1.528622999999996
WEB,British Grand Prix,2004,1:20.004,\N,\N,1.7710000000000008,1.8241299999999967,1.860612599999996
MAS,British Grand Prix,2004,1:20.202,\N,\N,1.968999999999994,2.0280699999999854,2.0686313999999726
\N,British Grand Prix,2004,1:20.335,\N,\N,2.102000000000004,2.165059999999997,2.2083611999999846
\N,British Grand Prix,2004,1:20.335,\N,\N,2.102000000000004,2.165059999999997,2.2083611999999846
\N,British Grand Prix,2004,1:20.545,\N,\N,2.3119999999999976,2.381360000000001,2.4289871999999946
KLI,British Grand Prix,2004,1:21.559,\N,\N,3.3259999999999934,3.425779999999989,3.4942955999999867
\N,British Grand Prix,2004,1:22.458,\N,\N,4.224999999999994,4.351749999999996,4.438784999999996
HEI,British Grand Prix,2004,1:22.677,\N,\N,4.443999999999988,4.577319999999986,4.668866399999985
\N,British Grand Prix,2004,1:23.437,\N,\N,5.2039999999999935,5.360119999999995,5.467322399999986
\N,British Grand Prix,2004,1:24.117,\N,\N,5.884,6.060519999999997,6.181730399999992
FIS,British Grand Prix,2004,\N,\N,\N,8.907999999999987,7.607279999999989,7.134287999999984
MSC,German Grand Prix,2004,1:13.306,\N,\N,0.0,0.0,0.0
MON,German Grand Prix,2004,1:13.668,\N,\N,0.362000000000009,0.37286000000001707,0.38031720000000746
BUT,German Grand Prix,2004,1:13.674,\N,\N,0.3680000000000092,0.3790400000000176,0.3866208000000171
RAI,German Grand Prix,2004,1:13.690,\N,\N,0.38400000000000034,0.39552000000000476,0.40343040000000485
COU,German Grand Prix,2004,1:13.821,\N,\N,0.5150000000000006,0.5304500000000019,0.54105899999999
ALO,German Grand Prix,2004,1:13.874,\N,\N,0.5679999999999978,0.5850400000000064,0.5967408000000063
TRU,German Grand Prix,2004,1:14.134,\N,\N,0.828000000000003,0.8528400000000005,0.8698967999999923
BAR,German Grand Prix,2004,1:14.278,\N,\N,0.9720000000000084,1.001160000000013,1.02118320000001
SAT,German Grand Prix,2004,1:14.287,\N,\N,0.9810000000000088,1.0104300000000137,1.0306386000000032
\N,German Grand Prix,2004,1:14.368,\N,\N,1.0619999999999976,1.0938600000000065,1.115737199999998
PIZ,German Grand Prix,2004,1:14.556,\N,\N,1.25,1.2875000000000085,1.3132499999999965
WEB,German Grand Prix,2004,1:14.802,\N,\N,1.4959999999999951,1.5408800000000014,1.5716975999999931
KLI,German Grand Prix,2004,1:15.011,\N,\N,1.7049999999999983,1.7561500000000052,1.791273000000004
FIS,German Grand Prix,2004,1:15.395,\N,\N,2.0889999999999986,2.1516699999999958,2.1947033999999945
\N,German Grand Prix,2004,1:15.454,\N,\N,2.1480000000000103,2.212440000000015,2.2566888000000063
MAS,German Grand Prix,2004,1:15.616,\N,\N,2.3100000000000023,2.3793000000000006,2.426885999999996
\N,German Grand Prix,2004,1:16.192,\N,\N,2.88600000000001,2.9725800000000078,3.0320315999999963
HEI,German Grand Prix,2004,1:16.310,\N,\N,3.004000000000005,3.0941200000000038,3.1560023999999913
\N,German Grand Prix,2004,1:18.055,\N,\N,4.749000000000009,4.891470000000012,4.989299400000007
\N,German Grand Prix,2004,1:18.400,\N,\N,5.094000000000008,5.246820000000014,5.3517564000000135
MSC,Hungarian Grand Prix,2004,1:19.146,\N,\N,0.0,0.0,0.0
BAR,Hungarian Grand Prix,2004,1:19.323,\N,\N,0.1770000000000067,0.18231000000000108,0.1859562000000068
SAT,Hungarian Grand Prix,2004,1:19.693,\N,\N,0.546999999999997,0.5634099999999904,0.5746781999999939
BUT,Hungarian Grand Prix,2004,1:19.700,\N,\N,0.554000000000002,0.5706200000000052,0.5820324000000028
ALO,Hungarian Grand Prix,2004,1:19.996,\N,\N,0.8499999999999943,0.8754999999999882,0.8930099999999896
PIZ,Hungarian Grand Prix,2004,1:20.170,\N,\N,1.024000000000001,1.0547200000000032,1.075814400000013
MON,Hungarian Grand Prix,2004,1:20.199,\N,\N,1.0529999999999973,1.0845899999999915,1.1062817999999908
FIS,Hungarian Grand Prix,2004,1:20.324,\N,\N,1.1779999999999973,1.2133400000000023,1.2376068000000089
TRU,Hungarian Grand Prix,2004,1:20.411,\N,\N,1.2650000000000006,1.3029499999999956,1.3290089999999992
RAI,Hungarian Grand Prix,2004,1:20.570,\N,\N,1.4239999999999924,1.4667199999999951,1.4960544000000056
WEB,Hungarian Grand Prix,2004,1:20.730,\N,\N,1.5840000000000032,1.631520000000009,1.6641504000000111
COU,Hungarian Grand Prix,2004,1:20.897,\N,\N,1.7509999999999906,1.803529999999995,1.8396005999999971
\N,Hungarian Grand Prix,2004,1:21.068,\N,\N,1.921999999999997,1.9796599999999955,2.0192531999999943
KLI,Hungarian Grand Prix,2004,1:21.118,\N,\N,1.9719999999999942,2.03116,2.0717831999999987
ZON,Hungarian Grand Prix,2004,1:21.135,\N,\N,1.9890000000000043,2.0486700000000013,2.0896434
HEI,Hungarian Grand Prix,2004,1:22.180,\N,\N,3.034000000000006,3.1250200000000063,3.187520400000011
\N,Hungarian Grand Prix,2004,1:22.356,\N,\N,3.2099999999999937,3.306299999999993,3.37242599999999
\N,Hungarian Grand Prix,2004,1:24.329,\N,\N,5.183000000000007,5.338490000000007,5.4452598000000165
\N,Hungarian Grand Prix,2004,1:24.679,\N,\N,5.533000000000001,5.698989999999995,5.812969800000005
MAS,Hungarian Grand Prix,2004,\N,\N,\N,7.99499999999999,6.666889999999995,6.1750902
TRU,Belgian Grand Prix,2004,1:56.232,\N,\N,0.0,0.0,0.0
MSC,Belgian Grand Prix,2004,1:56.304,\N,\N,0.07200000000000273,0.07416000000000622,0.0756432000000018
ALO,Belgian Grand Prix,2004,1:56.686,\N,\N,0.45400000000000773,0.4676200000000108,0.4769724000000082
COU,Belgian Grand Prix,2004,1:57.990,\N,\N,1.7580000000000098,1.810740000000024,1.8469548000000202
FIS,Belgian Grand Prix,2004,1:58.040,\N,\N,1.8079999999999927,1.86224,1.8994847999999962
BAR,Belgian Grand Prix,2004,1:58.175,\N,\N,1.9429999999999978,2.0012900000000116,2.0413158000000067
WEB,Belgian Grand Prix,2004,1:58.729,\N,\N,2.497,2.5719100000000026,2.6233481999999952
MAS,Belgian Grand Prix,2004,1:59.008,\N,\N,2.7760000000000105,2.8592800000000125,2.9164656000000093
\N,Belgian Grand Prix,2004,1:59.552,\N,\N,3.319999999999993,3.4196000000000026,3.4879920000000055
RAI,Belgian Grand Prix,2004,1:59.635,\N,\N,3.4029999999999916,3.5050899999999956,3.575191799999999
MON,Belgian Grand Prix,2004,1:59.681,\N,\N,3.448999999999998,3.5524699999999996,3.623519399999992
BUT,Belgian Grand Prix,2004,2:00.237,\N,\N,4.0049999999999955,4.125150000000005,4.207653000000008
KLI,Belgian Grand Prix,2004,2:01.246,\N,\N,5.013999999999996,5.164420000000007,5.267708400000004
PIZ,Belgian Grand Prix,2004,2:01.447,\N,\N,5.215000000000003,5.37145000000001,5.478879000000006
SAT,Belgian Grand Prix,2004,2:01.813,\N,\N,5.581000000000003,5.748430000000013,5.863398600000011
HEI,Belgian Grand Prix,2004,2:02.645,\N,\N,6.412999999999997,6.60539,6.737497799999986
\N,Belgian Grand Prix,2004,2:02.651,\N,\N,6.418999999999997,6.61157,6.7438014000000095
\N,Belgian Grand Prix,2004,2:03.303,\N,\N,7.070999999999998,7.28313,7.428792599999994
\N,Belgian Grand Prix,2004,2:03.833,\N,\N,7.600999999999999,7.829030000000003,7.985610600000015
ZON,Belgian Grand Prix,2004,2:03.895,\N,\N,7.662999999999997,7.892890000000008,8.050747799999996
BAR,Chinese Grand Prix,2004,1:34.012,\N,\N,6.871000000000009,8.64509000000001,9.443129400000004
RAI,Chinese Grand Prix,2004,1:34.178,\N,\N,7.037000000000006,8.816069999999996,9.61752899999999
BUT,Chinese Grand Prix,2004,1:34.295,\N,\N,7.154000000000011,8.936580000000006,9.7404492
MAS,Chinese Grand Prix,2004,1:34.759,\N,\N,7.618000000000009,9.414500000000004,10.227927600000001
SCH,Chinese Grand Prix,2004,1:34.891,\N,\N,7.75,9.550460000000001,10.3666068
ALO,Chinese Grand Prix,2004,1:34.917,\N,\N,7.7760000000000105,9.577240000000003,10.393922400000008
FIS,Chinese Grand Prix,2004,1:34.951,\N,\N,7.810000000000002,9.612259999999992,10.429642799999996
\N,Chinese Grand Prix,2004,1:34.975,\N,\N,7.834000000000003,9.636979999999994,10.454857199999992
SAT,Chinese Grand Prix,2004,1:34.993,\N,\N,7.852000000000004,9.655519999999996,10.473767999999993
COU,Chinese Grand Prix,2004,1:35.029,\N,\N,7.888000000000005,9.692599999999999,10.511589599999994
MON,Chinese Grand Prix,2004,1:35.245,\N,\N,8.104000000000013,9.915080000000003,10.738519199999999
WEB,Chinese Grand Prix,2004,1:35.286,\N,\N,8.14500000000001,9.957310000000007,10.78159380000001
VIL,Chinese Grand Prix,2004,1:35.384,\N,\N,8.24300000000001,10.058250000000001,10.884552600000006
ZON,Chinese Grand Prix,2004,1:35.410,\N,\N,8.269000000000005,10.085030000000003,10.9118682
HEI,Chinese Grand Prix,2004,1:36.507,\N,\N,9.366000000000014,11.214940000000013,12.064376400000015
KLI,Chinese Grand Prix,2004,1:36.535,\N,\N,9.394000000000005,11.243780000000001,12.093793199999993
GLO,Chinese Grand Prix,2004,1:37.140,\N,\N,9.99900000000001,11.86693000000001,12.729406200000014
\N,Chinese Grand Prix,2004,1:40.240,\N,\N,13.099000000000018,15.059930000000008,15.986266200000003
\N,Chinese Grand Prix,2004,\N,\N,\N,0.0,0.0,0.0
MSC,Chinese Grand Prix,2004,\N,\N,\N,0.0,0.0,0.0
MSC,Japanese Grand Prix,2004,1:33.542,\N,\N,6.4010000000000105,8.160990000000012,8.949347400000008
SCH,Japanese Grand Prix,2004,1:34.032,\N,\N,6.891000000000005,8.665689999999998,9.464141400000003
WEB,Japanese Grand Prix,2004,1:34.571,\N,\N,7.430000000000007,9.220860000000002,10.030414800000003
SAT,Japanese Grand Prix,2004,1:34.897,\N,\N,7.756,9.556640000000002,10.372910399999995
BUT,Japanese Grand Prix,2004,1:35.157,\N,\N,8.016000000000005,9.824439999999996,10.646066399999995
TRU,Japanese Grand Prix,2004,1:35.213,\N,\N,8.072000000000003,9.88212,10.704899999999995
FIS,Japanese Grand Prix,2004,1:36.136,\N,\N,8.995000000000005,10.832809999999995,11.6746038
COU,Japanese Grand Prix,2004,1:36.156,\N,\N,9.015000000000015,10.85341000000001,11.695615800000013
VIL,Japanese Grand Prix,2004,1:36.274,\N,\N,9.13300000000001,10.974950000000007,11.819586600000008
\N,Japanese Grand Prix,2004,1:36.420,\N,\N,9.27900000000001,11.125330000000005,11.97297420000001
ALO,Japanese Grand Prix,2004,1:36.663,\N,\N,9.522000000000006,11.375619999999998,12.228269999999995
RAI,Japanese Grand Prix,2004,1:36.820,\N,\N,9.679000000000002,11.537329999999997,12.393214200000003
MON,Japanese Grand Prix,2004,1:37.653,\N,\N,10.512,12.395319999999998,13.268363999999991
KLI,Japanese Grand Prix,2004,1:38.258,\N,\N,11.117000000000019,13.018470000000008,13.903977000000012
BAR,Japanese Grand Prix,2004,1:38.637,\N,\N,11.49600000000001,13.408840000000012,14.302154400000006
HEI,Japanese Grand Prix,2004,1:41.953,\N,\N,14.812000000000012,16.824320000000014,17.785944000000015
GLO,Japanese Grand Prix,2004,1:43.533,\N,\N,16.39200000000001,18.45172000000001,19.445892000000015
\N,Japanese Grand Prix,2004,1:48.069,\N,\N,20.92800000000001,23.123800000000003,24.2114136
\N,Japanese Grand Prix,2004,\N,\N,\N,0.0,0.0,0.0
MAS,Japanese Grand Prix,2004,\N,\N,\N,0.0,0.0,0.0
BAR,Brazilian Grand Prix,2004,1:10.646,\N,\N,0.0,0.0,0.0
MON,Brazilian Grand Prix,2004,1:10.850,\N,\N,0.20399999999999352,0.2101199999999892,0.21432239999998615
RAI,Brazilian Grand Prix,2004,1:10.892,\N,\N,0.2459999999999951,0.25337999999999283,0.25844759999999667
MAS,Brazilian Grand Prix,2004,1:10.922,\N,\N,0.27599999999999625,0.2842799999999954,0.28996560000000215
BUT,Brazilian Grand Prix,2004,1:11.092,\N,\N,0.44599999999999795,0.4593799999999959,0.4685676000000001
SAT,Brazilian Grand Prix,2004,1:11.120,\N,\N,0.47400000000000375,0.4882199999999983,0.4979844000000071
SCH,Brazilian Grand Prix,2004,1:11.131,\N,\N,0.48499999999999943,0.4995499999999993,0.5095409999999987
MSC,Brazilian Grand Prix,2004,1:11.386,\N,\N,0.7399999999999949,0.7621999999999929,0.7774440000000027
ALO,Brazilian Grand Prix,2004,1:11.454,\N,\N,0.8080000000000069,0.8322399999999988,0.8488848000000075
TRU,Brazilian Grand Prix,2004,1:11.483,\N,\N,0.8370000000000033,0.8621100000000013,0.8793521999999996
FIS,Brazilian Grand Prix,2004,1:11.571,\N,\N,0.9249999999999972,0.9527499999999947,0.9718050000000034
WEB,Brazilian Grand Prix,2004,1:11.665,\N,\N,1.0189999999999912,1.0495699999999886,1.0705613999999883
COU,Brazilian Grand Prix,2004,1:11.750,\N,\N,1.1039999999999992,1.137119999999996,1.1598623999999944
VIL,Brazilian Grand Prix,2004,1:11.836,\N,\N,1.1899999999999977,1.2256999999999891,1.2502139999999997
ZON,Brazilian Grand Prix,2004,1:11.974,\N,\N,1.328000000000003,1.367840000000001,1.395196800000008
KLI,Brazilian Grand Prix,2004,1:12.211,\N,\N,1.5649999999999977,1.611949999999993,1.6441889999999972
HEI,Brazilian Grand Prix,2004,1:12.829,\N,\N,2.183000000000007,2.248490000000004,2.293459800000008
GLO,Brazilian Grand Prix,2004,1:13.502,\N,\N,2.8559999999999945,2.941679999999991,3.000513599999991
\N,Brazilian Grand Prix,2004,1:13.550,\N,\N,2.9039999999999964,2.991119999999995,3.0509423999999967
\N,Brazilian Grand Prix,2004,\N,\N,\N,16.49499999999999,15.42188999999999,15.105190199999996
FIS,Australian Grand Prix,2005,1:33.171,1:28.289,\N,6.030000000000001,0.10173000000000343,0.7289022000000074
TRU,Australian Grand Prix,2005,1:35.270,1:29.159,\N,8.129000000000019,0.9717299999999938,1.6163021999999927
WEB,Australian Grand Prix,2005,1:36.717,1:28.279,\N,9.576000000000008,0.09172999999999831,0.7187021999999956
VIL,Australian Grand Prix,2005,1:36.984,1:29.862,\N,9.843000000000018,1.6747299999999967,2.3333621999999963
COU,Australian Grand Prix,2005,1:38.320,1:28.892,\N,11.179000000000002,0.7047299999999979,1.343962199999993
KLI,Australian Grand Prix,2005,1:37.486,1:29.991,\N,10.344999999999999,1.8037300000000016,2.464942199999996
HEI,Australian Grand Prix,2005,1:39.717,1:29.413,\N,12.576000000000008,1.2257299999999987,1.8753822000000042
BUT,Australian Grand Prix,2005,1:41.512,1:30.616,\N,14.37100000000001,2.4287300000000016,3.1024421999999987
MON,Australian Grand Prix,2005,1:45.325,1:29.320,\N,18.18400000000001,1.1327299999999951,1.780522199999993
RAI,Australian Grand Prix,2005,1:44.997,1:30.561,\N,17.85600000000001,2.373730000000009,3.046342200000012
BAR,Australian Grand Prix,2005,1:45.481,1:31.341,\N,18.340000000000003,3.15373000000001,3.8419422000000054
KAR,Australian Grand Prix,2005,1:44.357,1:32.735,\N,17.216000000000008,4.547730000000001,5.263822200000007
ALO,Australian Grand Prix,2005,1:47.708,1:29.758,\N,20.567000000000007,1.5707299999999975,2.2272821999999906
TMO,Australian Grand Prix,2005,1:46.846,1:33.483,\N,19.705000000000013,5.295730000000006,6.0267821999999995
SCH,Australian Grand Prix,2005,1:51.495,1:31.222,\N,24.354000000000013,3.0347300000000104,3.7205622000000034
FRI,Australian Grand Prix,2005,1:50.864,1:37.499,\N,23.723000000000013,9.311729999999997,10.123102199999991
